datetime,latitude,longitude,depth
2020-12-17 04:21:15.800000,40.7975,27.5293,8.7
2020-12-17 23:30:42.300000,40.4312,28.9333,5.3
2020-12-18 04:18:55.300000,40.4612,28.9165,4.2
2020-12-18 05:21:45.700000,40.4735,29.223,0.0
2020-12-18 07:38:23.800000,40.4353,28.9318,5.4
2020-12-18 22:04:06.100000,40.7072,27.405,5.3
2020-12-19 23:50:03.700000,40.6305,29.0638,10.4
2020-12-20 00:29:51.400000,40.6182,29.091,11.8
2020-12-20 09:10:27.800000,40.6285,29.0588,10.0
2020-12-20 13:04:01.600000,40.6013,29.0572,5.0
2020-12-20 17:42:39.400000,40.4247,28.9233,6.8
2020-12-20 18:11:05.600000,40.4282,28.9343,5.4
2020-12-20 20:33:16.100000,40.4278,28.9275,8.4
2020-12-20 22:23:11.900000,40.4218,28.9193,10.8
2020-12-21 11:34:28.800000,40.6242,29.0582,8.7
2020-12-21 12:10:31.700000,40.6298,29.0568,7.4
2020-12-23 11:11:53.400000,40.7948,27.8667,9.5
2020-12-24 00:11:01.000000,40.5757,27.9997,8.0
2020-12-24 13:56:16.300000,40.3635,27.435,6.3
2020-12-24 19:58:49.200000,40.3895,28.9498,11.2
2020-12-25 04:08:44.100000,40.6308,27.3437,11.6
2020-12-26 22:39:32.200000,40.606,29.09,16.7
2020-12-27 01:43:40.500000,40.6322,29.0807,7.1
2020-12-27 17:42:05.500000,40.6357,29.0463,8.1
2020-12-27 20:35:11.100000,40.6218,29.0598,7.8
2020-12-28 10:20:45.200000,40.6995,27.375,11.2
2020-12-28 23:48:45.600000,40.7892,27.52,15.4
2020-12-29 13:38:38.000000,40.7842,27.498,13.9
2020-12-29 19:50:13.000000,40.4235,28.946,6.5
2020-12-29 20:16:37.200000,40.4227,28.95,6.0
2020-12-29 21:41:53.000000,40.4337,28.9477,5.0
2020-12-30 08:15:16.000000,40.4928,29.2708,0.0
2020-12-31 01:33:39.000000,40.7447,27.4263,15.6
2020-02-01 10:35:33.300000,40.8575,28.168,21.1
2020-02-01 13:48:21.100000,40.6423,27.59,4.4
2020-02-02 00:57:43.300000,40.8358,28.1837,14.4
2020-02-03 16:52:26.900000,40.8495,28.1927,12.3
2020-02-04 06:27:09.200000,40.322,28.4157,9.7
2020-02-04 08:39:24.300000,40.5842,28.9672,7.2
2020-02-05 13:24:23.800000,40.7775,27.7668,19.0
2020-02-08 05:17:11.900000,40.7993,28.9433,17.5
2020-02-08 15:22:21.200000,40.8563,28.264,15.1
2020-02-09 22:43:51.700000,40.8425,28.2908,10.6
2020-02-11 22:07:24.100000,40.7202,28.654,9.2
2020-02-12 14:35:06.100000,40.4887,29.2578,0.0
2020-02-13 23:47:13.000000,40.829,28.0258,18.0
2020-02-14 02:50:54.900000,40.806,28.0378,12.6
2020-02-14 03:26:39.100000,40.841,28.0015,12.5
2020-02-14 11:40:26.900000,40.8372,28.8727,13.1
2020-02-21 10:19:13.600000,40.6,28.9685,7.8
2020-02-21 13:43:38.100000,40.9065,28.3113,3.6
2020-02-21 23:54:19.400000,40.3812,28.6892,7.2
2020-02-22 01:25:56.500000,40.7787,27.437,12.0
2020-02-22 07:07:48.900000,40.5898,27.7138,4.4
2020-02-22 21:17:32.900000,40.6063,27.4333,15.3
2020-02-23 23:16:23.200000,40.7895,27.4418,10.6
2020-02-24 05:31:01.500000,40.7805,27.83,19.5
2020-02-24 18:06:56.200000,40.8802,28.2172,12.7
2020-02-25 20:31:44.600000,40.7472,29.0843,12.4
2020-02-26 01:26:35.700000,40.4648,27.959,15.3
2020-02-26 12:21:57.000000,40.3943,28.9043,6.5
2020-02-27 09:00:07.100000,40.4058,28.9152,5.4
2020-02-27 12:59:18.900000,40.4222,28.9028,6.3
2020-02-28 05:23:45.500000,40.8258,28.0233,16.3
2020-02-28 06:22:24.600000,40.841,27.997,14.2
2020-02-28 08:59:49.800000,40.3692,27.9945,6.5
2020-02-28 09:08:53.700000,40.7765,27.6002,16.2
2020-02-28 09:49:00.700000,40.8188,28.0135,5.2
2020-03-04 08:51:19.100000,40.7265,29.0227,18.5
2020-03-02 14:19:55.400000,40.7505,29.209,13.6
2020-03-01 01:30:46.500000,40.7623,29.2053,17.4
2020-03-05 00:51:25.300000,40.7823,27.489,21.8
2020-03-08 21:28:51.700000,40.827,29.3212,12.4
2020-03-11 13:39:32.800000,40.748,27.4007,13.8
2020-03-28 08:22:00.200000,40.7273,29.1863,9.2
2020-03-22 10:22:56.500000,40.8323,27.797,7.7
2020-03-23 06:49:19.200000,40.7475,28.7403,6.8
2020-03-18 09:32:42.200000,40.3907,28.8593,5.6
2020-03-02 21:13:34.800000,40.8513,27.8878,5.0
2020-03-04 21:39:39.300000,40.8375,27.7712,4.1
2020-03-22 04:13:49.000000,40.6753,29.275,14.3
2020-03-09 19:21:50.600000,40.7942,27.7448,2.5
2020-03-31 14:24:56.700000,40.6023,27.5697,0.0
2020-03-04 15:29:44.200000,40.5718,28.9462,10.4
2020-03-11 13:32:21.800000,40.7772,27.4072,6.2
2020-03-05 00:51:15.900000,40.7792,27.4768,16.3
2020-03-25 09:12:04.500000,40.5557,27.3997,12.7
2020-03-29 14:49:10.200000,40.7955,28.6703,7.4
2020-03-01 07:47:18.700000,40.8583,28.3007,12.2
2020-03-21 12:36:47.900000,40.6117,29.0223,5.3
2020-03-23 09:53:19.800000,40.3012,29.1387,0.0
2020-03-08 11:04:55.100000,40.7062,29.2652,6.4
2020-03-29 03:56:59.700000,40.9018,28.2385,10.2
2020-03-25 10:15:34.500000,40.5685,27.3982,12.3
2020-03-04 08:28:27.300000,40.7637,28.878,9.1
2020-03-03 18:08:10.800000,40.8012,27.7262,9.8
2020-03-12 00:40:39.900000,40.8168,28.1335,14.8
2020-03-07 20:47:04.100000,40.8193,27.7455,18.8
2020-03-08 04:21:04.700000,40.7057,29.262,5.1
2020-03-11 16:09:06.900000,40.8002,27.7253,11.3
2020-03-22 14:55:55.900000,40.5427,28.1907,11.7
2020-03-25 19:15:07.200000,40.735,27.3543,11.3
2020-03-06 19:39:40.800000,40.7802,27.8258,19.2
2020-03-25 07:23:36.900000,40.509,29.284,18.3
2020-03-20 07:05:44.200000,40.6063,29.0102,5.1
2020-03-20 12:14:29.400000,40.5243,29.078,6.9
2020-04-01 12:26:54.200000,40.8728,28.2337,17.6
2020-04-01 19:03:23.300000,40.7788,27.4542,16.7
2020-04-03 00:58:00.400000,40.8847,28.7568,11.4
2020-04-03 06:37:04.900000,40.8167,29.0595,16.9
2020-04-04 14:15:43.900000,40.4357,28.7207,5.4
2020-04-04 21:49:53.200000,40.4625,27.4183,15.6
2020-04-05 11:03:16.600000,40.747,29.2508,14.4
2020-04-06 21:23:41.300000,40.7935,29.099,17.0
2020-04-09 21:23:44.500000,40.6597,27.3928,1.4
2020-04-10 07:42:22.400000,40.7457,29.0228,11.2
2020-04-10 09:28:24.300000,40.8222,28.0278,5.3
2020-04-10 10:12:30.400000,40.8332,28.0468,12.7
2020-04-10 11:54:44.900000,40.8173,28.0638,7.8
2020-04-12 11:33:21.400000,40.3873,27.4285,10.8
2020-04-13 09:03:26.800000,40.6435,27.3352,17.3
2020-04-13 11:42:01.600000,40.7822,27.7035,24.0
2020-04-15 13:50:46.100000,40.8125,27.6445,9.6
2020-04-15 22:11:32.900000,40.3155,27.316,16.3
2020-04-17 01:25:51.900000,40.775,27.4707,16.6
2020-04-19 02:20:05.900000,40.3058,28.3762,6.8
2020-04-20 00:57:48.300000,40.798,27.6902,10.2
2020-04-20 20:16:43.400000,40.63,28.9662,14.6
2020-04-21 00:47:33.600000,40.858,27.6508,7.4
2020-04-21 07:37:42.100000,40.5775,29.0525,2.5
2020-04-24 04:02:58.300000,40.3275,28.3648,7.1
2020-04-24 08:01:00.800000,40.3535,27.5003,5.3
2020-04-25 06:45:52.800000,40.8215,28.1843,19.0
2020-04-25 20:34:02.400000,40.3957,28.8687,5.5
2020-04-25 22:12:07.200000,40.8115,27.9523,19.0
2020-04-26 01:33:01.900000,40.6042,28.9308,12.5
2020-04-26 01:39:01.900000,40.6355,28.9393,10.8
2020-04-27 09:19:45.300000,40.6358,29.0317,5.5
2020-04-28 11:49:36.600000,40.8388,28.2553,14.6
2020-04-28 21:45:21.600000,40.6315,29.0293,11.6
2020-04-29 00:35:40.100000,40.7918,27.6245,12.4
2020-04-29 14:34:34.700000,40.8533,28.2903,16.0
2020-05-03 10:59:37.500000,40.8255,27.8668,11.8
2020-05-04 13:52:32.500000,40.727,29.152,10.3
2020-05-05 15:42:28.800000,40.7948,27.6605,6.5
2020-05-05 18:24:53.300000,40.7232,29.1338,8.8
2020-05-06 01:13:50.300000,40.6448,29.0918,15.3
2020-05-06 03:54:23.600000,40.6428,29.1013,17.8
2020-05-06 07:21:39.500000,40.6378,29.0917,9.9
2020-05-06 10:26:43.500000,40.3147,29.6197,2.7
2020-05-07 06:04:57.300000,40.6225,27.3147,9.2
2020-05-07 16:22:25.800000,40.3822,28.5833,14.3
2020-05-08 03:37:10.100000,40.6162,27.4458,3.7
2020-05-10 03:57:52.700000,40.6418,29.1737,5.0
2020-05-10 05:50:05.600000,40.6272,29.1383,5.0
2020-05-10 12:57:09.200000,40.826,28.288,6.7
2020-05-13 15:45:33.300000,40.7772,27.5368,18.1
2020-05-16 19:25:48.900000,40.7495,27.3348,17.7
2020-05-17 17:05:39.900000,40.6447,27.75,10.0
2020-05-18 07:56:20.900000,40.8057,27.5205,6.8
2020-05-19 18:43:06.700000,40.5852,28.8065,5.3
2020-05-21 05:03:24.600000,40.5357,28.2157,5.2
2020-05-21 08:15:10.600000,40.7803,27.5148,9.7
2020-05-21 16:11:32.700000,40.8152,28.9537,10.5
2020-05-21 21:26:27.900000,40.403,29.1005,4.4
2020-05-21 22:34:08.600000,40.4715,27.7782,14.4
2020-05-22 16:43:37.100000,40.635,27.895,16.2
2020-05-23 18:01:54.200000,40.5517,28.1947,10.0
2020-05-26 18:49:28.000000,40.7307,29.2737,14.5
2020-05-28 11:59:59.500000,40.6245,27.5978,10.2
2020-05-28 18:28:44.300000,40.721,27.39,16.1
2020-05-28 21:04:05.300000,40.6547,28.9335,10.1
2020-05-29 01:29:11.800000,40.6773,29.0078,7.1
2020-05-29 04:54:24.200000,40.5903,28.8912,14.6
2020-05-29 23:12:52.300000,40.5378,29.1207,4.2
2020-06-01 10:00:38.700000,40.4455,27.7005,8.1
2020-06-01 11:43:39.900000,40.901,28.1693,17.0
2020-06-04 21:22:28.900000,40.3905,28.2272,4.8
2020-06-05 09:25:59.600000,40.635,29.0348,10.7
2020-06-05 22:48:00.900000,40.7967,27.5472,12.7
2020-06-07 18:40:16.900000,40.324,27.4575,11.4
2020-06-07 19:19:26.800000,40.8418,28.2815,9.8
2020-06-09 07:48:05.100000,40.8153,28.1145,14.3
2020-06-09 11:12:19.800000,40.5457,28.1703,8.0
2020-06-10 02:25:18.200000,40.3557,27.4335,11.1
2020-06-10 04:41:02.500000,40.631,29.1502,10.7
2020-06-10 10:57:44.300000,40.8127,28.1585,5.8
2020-06-11 20:56:06.600000,40.8165,28.1437,14.0
2020-06-11 22:40:28.200000,40.8312,28.1318,14.2
2020-06-13 19:08:01.500000,40.853,28.0955,11.3
2020-06-15 05:56:30.600000,40.8817,28.269,11.1
2020-06-17 09:10:05.500000,40.7223,27.5057,6.9
2020-06-17 09:11:25.200000,40.4635,29.2835,0.0
2020-06-17 09:55:30.700000,40.3427,27.874,8.0
2020-06-18 13:03:43.900000,40.8675,27.9545,8.4
2020-06-18 21:41:03.900000,40.8217,28.0308,14.2
2020-06-19 00:21:01.600000,40.3892,28.7772,12.9
2020-06-20 11:04:17.400000,40.6312,29.2565,12.0
2020-06-20 17:51:31.200000,40.8458,28.2053,8.9
2020-06-21 12:06:57.800000,40.4493,27.5613,5.1
2020-06-22 09:11:40.700000,40.5,29.2907,0.0
2020-06-23 02:02:38.600000,40.5197,28.9322,1.2
2020-06-23 09:36:44.200000,40.6567,27.6107,3.7
2020-06-23 10:20:33.200000,40.458,29.1873,0.0
2020-06-24 11:50:05.900000,40.5178,28.9157,3.8
2020-06-24 16:51:57.400000,40.7777,28.9492,13.1
2020-06-25 22:49:57.500000,40.5557,28.8567,12.4
2020-06-26 09:16:21.700000,40.8553,28.0247,13.0
2020-06-26 13:15:52.200000,40.6898,27.6467,3.7
2020-06-27 03:50:26.900000,40.3433,27.5595,13.9
2020-06-27 13:25:55.800000,40.3358,27.3632,9.4
2020-06-28 01:42:49.400000,40.8675,28.3048,8.0
2020-06-28 13:52:31.700000,40.8625,28.0665,14.1
2020-06-28 21:22:35.600000,40.875,27.9743,19.1
2020-06-29 10:37:29.400000,40.378,28.7355,5.4
2020-06-29 11:55:11.900000,40.8147,27.9218,7.2
2020-06-30 06:08:43.700000,40.7292,28.9528,5.3
2020-06-30 14:16:57.400000,40.4918,29.271,0.0
2020-06-30 20:41:02.400000,40.8663,28.1507,12.2
2020-07-01 03:58:29.500000,40.3612,27.3867,4.5
2020-07-01 10:17:08.800000,40.522,27.4945,6.2
2020-07-02 22:19:10.800000,40.776,28.0472,14.7
2020-07-03 04:07:07.300000,40.7872,28.0512,14.4
2020-07-03 08:47:04.500000,40.5015,29.2555,0.0
2020-07-04 02:24:53.500000,40.814,27.8782,18.6
2020-07-04 13:36:22.800000,40.504,29.2593,0.0
2020-07-05 20:01:35.300000,40.4663,29.2572,14.3
2020-07-06 00:36:29.100000,40.4722,27.6023,11.8
2020-07-06 03:45:28.600000,40.7777,28.0388,20.6
2020-07-06 11:02:53.300000,40.8087,28.5793,7.5
2020-07-07 18:59:18.900000,40.651,29.1065,6.5
2020-07-08 13:27:01.900000,40.5345,29.2393,0.0
2020-07-10 00:29:50.600000,40.5333,27.4683,16.9
2020-07-10 11:34:21.800000,40.5668,27.447,19.9
2020-07-12 01:35:11.200000,40.6617,27.4072,11.2
2020-07-12 22:29:07.200000,40.7968,28.1117,2.9
2020-07-13 13:14:06.800000,40.8063,28.1968,5.0
2020-07-14 12:55:11.300000,40.89,28.2487,5.3
2020-07-14 20:59:37.400000,40.8545,28.2887,8.2
2020-07-16 01:41:57.100000,40.4238,27.6962,14.3
2020-07-16 01:59:11.100000,40.728,27.4403,14.7
2020-07-17 09:03:12.900000,40.536,29.218,0.0
2020-07-17 10:44:26.400000,40.4108,29.1522,0.0
2020-07-21 06:39:44.300000,40.4755,28.0895,16.2
2020-07-22 23:29:38.500000,40.5908,28.8622,3.0
2020-07-23 07:00:00.400000,40.7577,27.4463,10.6
2020-07-25 00:27:11.600000,40.4657,28.4027,5.3
2020-07-27 13:12:45.800000,40.4475,27.5318,6.2
2020-07-28 05:59:53.900000,40.7353,27.3435,9.7
2020-07-28 17:52:26.400000,40.8725,28.2325,9.4
2020-07-30 22:44:31.500000,40.768,28.8515,6.5
2020-07-31 02:50:54.200000,40.7663,27.4412,11.2
2020-08-01 18:35:25.200000,40.7998,27.8118,7.8
2020-08-03 03:33:44.500000,40.6792,29.2788,10.9
2020-08-03 23:23:58.800000,40.6915,29.2317,6.5
2020-08-07 04:31:13.100000,40.5742,28.9262,2.2
2020-08-09 21:40:01.900000,40.8458,28.2812,6.9
2020-08-12 05:52:54.100000,40.8158,27.7362,9.9
2020-08-15 14:58:00.800000,40.8617,27.731,9.5
2020-08-17 16:29:40.700000,40.3412,29.5372,5.0
2020-08-18 11:49:49.900000,40.635,27.4693,12.1
2020-08-19 18:40:36.400000,40.7328,27.4712,10.3
2020-08-25 20:49:38.700000,40.342,27.8588,14.3
2020-08-26 14:12:12.400000,40.5292,29.2818,0.0
2020-08-27 08:29:50.700000,40.8428,28.6343,6.4
2020-08-28 07:27:24.200000,40.4863,29.2822,0.0
2020-08-28 14:57:15.900000,40.7997,29.6192,0.0
2020-08-28 22:18:45.300000,40.532,28.1483,9.0
2020-08-29 01:46:24.900000,40.8362,28.2763,6.6
2020-08-29 23:27:11.500000,40.7642,27.7765,15.0
2020-08-30 14:53:15.300000,40.334,28.2073,5.4
2020-08-30 14:58:38.900000,40.4282,28.7698,3.5
2020-08-31 00:07:45.200000,40.7645,28.05,8.9
2020-08-31 13:23:37.600000,40.711,29.097,4.7
2020-08-31 18:32:25.600000,40.7232,29.0775,3.7
2020-08-31 18:32:56.100000,40.4395,28.0997,10.1
2020-09-01 03:44:11.400000,40.8447,27.7135,19.2
2020-09-01 22:17:19.400000,40.6755,27.4778,11.2
2020-09-03 18:25:44.700000,40.3338,27.4517,3.2
2020-09-04 03:34:11.900000,40.3852,28.7923,4.5
2020-09-04 22:57:36.700000,40.3448,27.4088,6.0
2020-09-05 02:59:16.700000,40.5683,28.9147,10.7
2020-09-06 02:45:47.800000,40.3707,29.629,9.7
2020-09-06 06:12:06.300000,40.337,27.419,3.5
2020-09-06 23:25:36.300000,40.8858,28.2088,12.4
2020-09-06 23:50:55.400000,40.7058,27.4705,13.0
2020-09-08 08:30:38.000000,40.502,29.2918,0.0
2020-09-08 20:28:06.600000,40.6955,27.39,13.7
2020-09-08 20:34:30.500000,40.7018,27.4065,13.7
2020-09-08 21:50:46.600000,40.6983,27.4242,12.7
2020-09-08 21:55:58.700000,40.699,27.4195,12.5
2020-09-08 21:57:23.500000,40.7013,27.4195,13.6
2020-09-08 22:06:27.000000,40.7052,27.4213,14.6
2020-09-08 22:08:08.700000,40.709,27.4253,13.1
2020-09-08 22:17:17.900000,40.7208,27.4353,17.8
2020-09-08 22:18:18.200000,40.7222,27.4597,6.7
2020-09-08 22:19:41.600000,40.68,27.4495,2.8
2020-09-08 22:25:58.300000,40.7033,27.424,12.9
2020-09-08 22:27:49.500000,40.7095,27.4208,13.1
2020-09-08 22:32:13.800000,40.7197,27.4275,15.6
2020-09-08 22:55:56.800000,40.7017,27.4157,6.2
2020-09-08 22:59:13.800000,40.7102,27.3823,9.9
2020-09-08 23:03:46.300000,40.7002,27.4285,12.4
2020-09-08 23:12:12.200000,40.7027,27.4377,11.0
2020-09-08 23:15:27.900000,40.7157,27.4563,7.4
2020-09-08 23:15:52.800000,40.6972,27.4312,14.9
2020-09-08 23:17:50.900000,40.697,27.4235,12.4
2020-09-08 23:21:49.400000,40.7023,27.4517,7.4
2020-09-08 23:39:50.200000,40.7145,27.4152,13.7
2020-09-08 23:52:30.500000,40.6737,27.3917,7.9
2020-09-08 23:54:46.500000,40.7585,27.4608,8.5
2020-09-09 00:00:19.600000,40.6683,27.4137,7.5
2020-09-09 00:09:36.500000,40.6958,27.4237,11.5
2020-09-09 00:14:32.500000,40.7063,27.44,6.8
2020-09-09 00:15:56.400000,40.7335,27.45,17.0
2020-09-09 00:18:31.300000,40.6875,27.4317,6.5
2020-09-09 00:46:47.500000,40.6908,27.4442,10.9
2020-09-09 00:57:19.300000,40.7102,27.4607,7.5
2020-09-09 01:18:32.700000,40.7335,27.4368,13.9
2020-09-09 01:22:30.000000,40.7003,27.4335,12.0
2020-09-09 01:43:13.900000,40.7015,27.401,11.0
2020-09-09 02:46:28.800000,40.6993,27.423,10.6
2020-09-09 03:02:27.100000,40.7032,27.4132,12.1
2020-09-09 04:39:41.400000,40.7093,27.4382,5.7
2020-09-09 04:49:35.900000,40.6927,27.4317,7.5
2020-09-09 06:06:34.400000,40.6755,27.4182,5.0
2020-09-09 06:19:30.100000,40.7028,27.4432,12.2
2020-09-09 08:10:42.000000,40.6805,27.4798,1.4
2020-09-09 08:43:18.200000,40.6658,27.3687,4.1
2020-09-09 12:29:08.200000,40.6803,27.4605,8.3
2020-09-09 13:14:03.900000,40.7092,27.3992,5.6
2020-09-09 15:06:16.800000,40.7047,27.4283,13.1
2020-09-09 16:25:05.700000,40.7017,27.4192,14.8
2020-09-09 16:31:35.200000,40.685,27.4013,10.6
2020-09-09 17:45:53.300000,40.6987,27.4318,10.0
2020-09-09 17:51:39.800000,40.6637,27.3977,10.5
2020-09-09 19:39:11.600000,40.6925,27.4257,9.5
2020-09-09 19:46:56.800000,40.7055,27.4225,12.5
2020-09-09 19:54:12.400000,40.6958,27.4283,8.6
2020-09-09 20:20:31.800000,40.7015,27.419,12.5
2020-09-09 20:24:42.600000,40.7203,27.4257,6.2
2020-09-09 20:41:11.600000,40.6987,27.4315,9.9
2020-09-09 21:06:50.500000,40.6985,27.4085,12.2
2020-09-09 21:29:18.900000,40.6967,27.423,8.1
2020-09-09 22:24:46.800000,40.7002,27.4317,7.0
2020-09-09 22:31:38.800000,40.7017,27.4032,14.5
2020-09-09 22:34:36.600000,40.7017,27.4085,13.2
2020-09-09 22:35:03.900000,40.708,27.45,4.3
2020-09-09 22:38:16.800000,40.6818,27.466,5.0
2020-09-09 22:42:26.700000,40.702,27.4048,14.2
2020-09-10 00:03:31.900000,40.6528,27.4158,1.7
2020-09-10 00:19:35.700000,40.6797,27.4005,11.0
2020-09-10 00:23:43.400000,40.7382,27.446,16.3
2020-09-10 00:31:20.100000,40.7133,27.4268,14.9
2020-09-10 00:33:03.800000,40.6727,27.4203,10.6
2020-09-10 03:17:17.200000,40.6642,27.4223,4.6
2020-09-10 08:16:47.800000,40.7203,27.4615,8.3
2020-09-10 10:12:58.900000,40.6987,27.457,13.1
2020-09-10 15:15:17.400000,40.7117,27.4282,11.4
2020-09-11 19:29:14.400000,40.4715,27.472,5.4
2020-09-11 19:42:14.400000,40.6857,27.442,6.9
2020-09-11 19:54:09.300000,40.4235,27.4662,7.8
2020-09-11 19:57:15.400000,40.4427,27.4645,5.8
2020-09-12 06:38:19.500000,40.6953,27.4117,10.9
2020-09-13 15:55:59.100000,40.6872,27.424,6.7
2020-09-13 23:06:04.500000,40.3925,28.68,7.1
2020-09-14 07:48:01.500000,40.316,27.4138,8.4
2020-09-15 09:51:26.700000,40.3893,28.0058,20.9
2020-09-16 09:47:52.900000,40.7027,27.4095,11.6
2020-09-16 21:01:50.200000,40.6927,27.3877,10.5
2020-09-18 04:02:17.500000,40.8068,27.6493,19.2
2020-09-20 20:20:56.300000,40.5945,29.0545,5.2
2020-09-20 20:30:06.900000,40.6093,29.0685,4.8
2020-09-21 04:02:40.900000,40.6688,27.4417,3.7
2020-09-21 05:39:32.900000,40.7128,27.4282,16.2
2020-09-22 09:56:02.500000,40.8252,27.6343,8.4
2020-09-22 12:20:46.600000,40.6717,27.425,5.4
2020-09-22 12:59:29.100000,40.6823,27.4162,10.7
2020-09-23 11:40:14.300000,40.3963,29.3797,11.6
2020-09-23 11:43:26.000000,40.492,29.2752,0.0
2020-09-23 18:52:37.400000,40.7563,27.4275,15.3
2020-09-23 19:06:04.900000,40.77,27.4327,17.6
2020-09-23 21:09:37.600000,40.7318,27.4555,15.8
2020-09-23 21:14:06.600000,40.7178,27.4537,13.5
2020-09-24 13:38:31.200000,40.8132,28.144,13.7
2020-09-24 18:06:40.700000,40.8195,28.1748,14.4
2020-09-24 21:12:10.600000,40.8202,28.0855,11.6
2020-09-25 10:28:09.800000,40.819,28.1555,13.6
2020-09-26 04:16:52.200000,40.8132,27.8232,7.0
2020-09-27 00:58:42.300000,40.8212,28.199,12.0
2020-09-27 22:54:36.200000,40.5463,27.4783,14.5
2020-09-29 04:52:59.400000,40.7453,27.3847,10.7
2020-09-29 07:11:43.000000,40.8432,28.1837,6.5
2020-09-30 11:17:58.200000,40.5317,29.2448,0.0
